external_course_id,title,organization,certificate_type,duration,rating,reviews_num,difficulty,external_url,students_enrolled
522,Leverage Data Science for a More Agile Supply Chain,"University of California, Irvine",Specialization,1 - 3 Months,4.5,158,Intermediate,https://www.coursera.org/specializations/leverage-data-science-agile-supply-chain,4041.0
523,Linear Algebra for Machine Learning and Data Science,DeepLearning.AI,Course,1 - 4 Weeks,4.5,908,Beginner,https://www.coursera.org/learn/machine-learning-linear-algebra,68047.0
524,Linux and Private Cloud Administration on IBM Power Systems,Red Hat,Specialization,3 - 6 Months,4.8,921,Intermediate,https://www.coursera.org/specializations/linux-private-cloud-administration-power-systems,10280.0
525,MATLAB Programming for Engineers and Scientists,Vanderbilt University,Specialization,3 - 6 Months,4.8,17.5k,Beginner,https://www.coursera.org/specializations/matlab-programming-engineers-scientists,79656.0
526,MLOps Machine Learning Operations,Duke University,Specialization,3 - 6 Months,4.0,115,Advanced,https://www.coursera.org/specializations/mlops-machine-learning-duke,5105.0
527,Machine Learning,University of Washington,Specialization,3 - 6 Months,4.6,16k,Intermediate,https://www.coursera.org/specializations/machine-learning,201871.0
528,Machine Learning,Multiple educators,Specialization,1 - 3 Months,4.9,17.3k,Beginner,https://www.coursera.org/specializations/machine-learning-introduction,297365.0
529,Machine Learning Data Lifecycle in Production,DeepLearning.AI,Course,1 - 4 Weeks,4.3,746,Advanced,https://www.coursera.org/learn/machine-learning-data-lifecycle-in-production,38883.0
530,Machine Learning Engineering for Production (MLOps),DeepLearning.AI,Specialization,3 - 6 Months,4.7,3.3k,Advanced,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,60425.0
531,Machine Learning Foundations for Product Managers,Duke University,Course,1 - 3 Months,4.7,253,Beginner,https://www.coursera.org/learn/machine-learning-foundations-for-product-managers,25169.0
532,Machine Learning Modeling Pipelines in Production,DeepLearning.AI,Course,1 - 3 Months,4.3,373,Advanced,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production,27489.0
533,Machine Learning and Reinforcement Learning in Finance,New York University,Specialization,3 - 6 Months,3.7,788,Intermediate,https://www.coursera.org/specializations/machine-learning-reinforcement-finance,19145.0
534,Machine Learning for Trading,Google Cloud,Specialization,1 - 3 Months,3.9,1k,Intermediate,https://www.coursera.org/specializations/machine-learning-trading,26628.0
535,Machine Learning on Google Cloud,Google Cloud,Specialization,3 - 6 Months,4.5,9.5k,Intermediate,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,90040.0
536,Machine Learning with Python,IBM,Course,1 - 3 Months,4.7,14.7k,Intermediate,https://www.coursera.org/learn/machine-learning-with-python,376933.0
537,"Make the Sale Build, Launch, and Manage E-commerce Stores",Google,Course,1 - 4 Weeks,4.8,878,Beginner,https://www.coursera.org/learn/make-the-sale,81460.0
538,Management Consulting,Emory University,Specialization,3 - 6 Months,4.8,517,Beginner,https://www.coursera.org/specializations/managementconsulting,9868.0
539,Management of Fashion and Luxury Companies,Universita Bocconi,Course,1 - 3 Months,4.7,5.6k,Mixed,https://www.coursera.org/learn/mafash,256877.0
540,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.8,3.8k,Beginner,https://www.coursera.org/specializations/managerial-economics-business-analysis,2341.0
541,Managing Cybersecurity,University System of Georgia,Specialization,3 - 6 Months,4.8,1k,Beginner,https://www.coursera.org/specializations/managing-cybersecurity,12099.0
542,Managing the Company of the Future,University of London,Course,1 - 3 Months,4.8,3.4k,Mixed,https://www.coursera.org/learn/company-future-management,117869.0
543,Market Research,"University of California, Davis",Specialization,3 - 6 Months,4.6,1.3k,Beginner,https://www.coursera.org/specializations/market-research,38925.0
544,Marketing Analytics,University of Virginia,Course,1 - 3 Months,4.7,6.3k,Beginner,https://www.coursera.org/learn/uva-darden-market-analytics,324410.0
545,Marketing Digital,Universidade de Sao Paulo,Course,1 - 3 Months,4.8,2.1k,Beginner,https://www.coursera.org/learn/estrategia-marketing-digital,224172.0
546,Marketing Mix Implementation,IE Business School,Specialization,3 - 6 Months,4.7,5.6k,Beginner,https://www.coursera.org/specializations/marketing-mix,54635.0
547,Marketing Strategy,IE Business School,Specialization,3 - 6 Months,4.5,5.8k,Beginner,https://www.coursera.org/specializations/marketing-strategy,58470.0
548,Marketing digital e e-commerce do Google,Google,Professional Certificate,3 - 6 Months,4.9,79,Beginner,https://www.coursera.org/professional-certificates/marketing-digital-e-e-commerce-do-google,3679.0
549,Marketing en redes sociales de Meta,Meta,Professional Certificate,3 - 6 Months,4.9,863,Beginner,https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook,8319.0
550,Marketing with TikTok,Aptly,Specialization,1 - 3 Months,4.7,86,Beginner,https://www.coursera.org/specializations/marketing-with-tiktok,3370.0
551,Mastering Final Cut Pro,LearnQuest,Course,1 - 3 Months,4.5,197,Beginner,https://www.coursera.org/learn/mastering-final-cut-pro,43149.0
552,Mathematics for Engineers,The Hong Kong University of Science and Technology,Specialization,3 - 6 Months,4.8,6.9k,Beginner,https://www.coursera.org/specializations/mathematics-engineers,13578.0
553,Mathematics for Machine Learning,Imperial College London,Specialization,3 - 6 Months,4.6,14k,Beginner,https://www.coursera.org/specializations/mathematics-machine-learning,193262.0
554,Mathematics for Machine Learning and Data Science,DeepLearning.AI,Specialization,1 - 3 Months,4.6,1.2k,Beginner,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,46591.0
555,Mathematics for Machine Learning Linear Algebra,Imperial College London,Course,1 - 3 Months,4.7,11.8k,Beginner,https://www.coursera.org/learn/linear-algebra-machine-learning,352572.0
556,Medical Billing and Coding Fundamentals,MedCerts,Specialization,3 - 6 Months,4.8,161,Beginner,https://www.coursera.org/specializations/medical-billing-coding-fundamentals,5094.0
557,Medical Neuroscience,Duke University,Course,3 - 6 Months,4.9,2.7k,Advanced,https://www.coursera.org/learn/medical-neuroscience,329225.0
558,Medical Terminology,Rice University,Specialization,3 - 6 Months,4.9,393,Beginner,https://www.coursera.org/specializations/medicalterminology,11968.0
559,Memoir and Personal Essay Write About Yourself,Wesleyan University,Specialization,3 - 6 Months,4.4,397,Beginner,https://www.coursera.org/specializations/memoir-personal-essay,15101.0
560,Mercados financieros,Yale University,Course,1 - 3 Months,4.9,334,Beginner,https://www.coursera.org/learn/financial-markets-global-es,38185.0
561,Mergers and Acquisitions,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.6,239,Intermediate,https://www.coursera.org/specializations/mergersandacquisitions,8222.0
562,Meta AR Developer,Meta,Professional Certificate,3 - 6 Months,4.6,80,Intermediate,https://www.coursera.org/professional-certificates/meta-ar-developer,5333.0
563,Meta Android Developer,Meta,Professional Certificate,3 - 6 Months,4.7,5k,Beginner,https://www.coursera.org/professional-certificates/meta-android-developer,21100.0
564,Meta Back-End Developer,Meta,Professional Certificate,3 - 6 Months,4.7,5.9k,Beginner,https://www.coursera.org/professional-certificates/meta-back-end-developer,56242.0
565,Meta Database Engineer,Meta,Professional Certificate,3 - 6 Months,4.6,4.3k,Beginner,https://www.coursera.org/professional-certificates/meta-database-engineer,36481.0
566,Meta Front-End Developer,Meta,Professional Certificate,3 - 6 Months,4.7,14.3k,Beginner,https://www.coursera.org/professional-certificates/meta-front-end-developer,210765.0
567,Meta Marketing Analytics,Meta,Professional Certificate,3 - 6 Months,4.7,2.1k,Beginner,https://www.coursera.org/professional-certificates/facebook-marketing-analytics,3424.0
568,Meta Social Media Marketing,Meta,Professional Certificate,3 - 6 Months,4.8,17.3k,Beginner,https://www.coursera.org/professional-certificates/facebook-social-media-marketing,258931.0
569,Meta iOS Developer,Meta,Professional Certificate,3 - 6 Months,4.7,4.8k,Beginner,https://www.coursera.org/professional-certificates/meta-ios-developer,18200.0
570,Methods and Statistics in Social Sciences,University of Amsterdam,Specialization,3 - 6 Months,4.6,7.3k,Beginner,https://www.coursera.org/specializations/social-science,96190.0
571,Microeconomics Principles,University of Illinois at Urbana-Champaign,Course,1 - 3 Months,4.8,2.9k,Beginner,https://www.coursera.org/learn/microeconomics,169189.0
572,Microeconomics The Power of Markets,University of Pennsylvania,Course,1 - 3 Months,4.7,1.4k,Mixed,https://www.coursera.org/learn/microeconomics-part1,66119.0
573,Microsoft 365 Fundamentals,Microsoft,Specialization,3 - 6 Months,4.7,2.6k,Beginner,https://www.coursera.org/specializations/microsoft-365-fundamentals,67979.0
574,Microsoft Azure AI Fundamentals AI-900 Exam Prep,Microsoft,Specialization,3 - 6 Months,4.6,508,Beginner,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,11582.0
575,Microsoft Azure Data Engineering Associate (DP-203),Microsoft,Professional Certificate,3 - 6 Months,4.4,777,Intermediate,https://www.coursera.org/professional-certificates/microsoft-azure-dp-203-data-engineering,25321.0
576,Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft,Specialization,3 - 6 Months,4.7,546,Beginner,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,15021.0
577,Microsoft Azure Data Scientist Associate (DP-100),Microsoft,Professional Certificate,3 - 6 Months,4.4,277,Intermediate,https://www.coursera.org/professional-certificates/azure-data-scientist,14258.0
578,Microsoft Azure Developer Associate (AZ-204),Microsoft,Professional Certificate,3 - 6 Months,4.6,121,Intermediate,https://www.coursera.org/professional-certificates/azure-developer-associate,9199.0
579,Microsoft Azure Fundamentals AZ-900 Exam Prep,Microsoft,Specialization,3 - 6 Months,4.6,2.3k,Beginner,https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900,65678.0
580,Microsoft Cybersecurity Analyst,Microsoft,Professional Certificate,3 - 6 Months,4.8,506,Beginner,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,31727.0
581,Microsoft Power BI Data Analyst,Microsoft,Professional Certificate,3 - 6 Months,4.6,735,Beginner,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,37537.0
582,Microsoft Power Platform Fundamentals,Microsoft,Course,1 - 3 Months,4.2,96,Beginner,https://www.coursera.org/learn/microsoft-power-platform-fundamentals,27017.0
583,Miracles of Human Language An Introduction to Linguistics,Universiteit Leiden,Course,1 - 3 Months,4.8,967,Beginner,https://www.coursera.org/learn/human-language,6344.0
584,Model Thinking,University of Michigan,Course,1 - 3 Months,4.7,2.3k,Intermediate,https://www.coursera.org/learn/model-thinking,193098.0
585,Modern Project Management,SkillUp EdTech,Specialization,3 - 6 Months,4.8,2.2k,Beginner,https://www.coursera.org/specializations/skillup-edtech-modern-project-management,195766.0
586,Modern and Contemporary Art and Design,The Museum of Modern Art,Specialization,3 - 6 Months,4.7,1k,Beginner,https://www.coursera.org/specializations/modern-contemporary-art-design,26206.0
587,Music Business,Berklee,Specialization,3 - 6 Months,4.9,5.5k,Beginner,https://www.coursera.org/specializations/music-business,208022.0
588,Music Education for Teachers,Berklee,Specialization,3 - 6 Months,4.8,3.2k,Intermediate,https://www.coursera.org/specializations/music-education,15961.0
589,Music Production,Berklee,Specialization,3 - 6 Months,4.8,2.8k,Beginner,https://www.coursera.org/specializations/music-production,4779.0
590,Narrative Economics,Yale University,Course,1 - 4 Weeks,4.8,2.8k,Beginner,https://www.coursera.org/learn/narrative-economics,44895.0
591,Natural Language Processing,DeepLearning.AI,Specialization,3 - 6 Months,4.8,327,Intermediate,https://www.coursera.org/specializations/natural-language-processing,22160.0
592,Natural Language Processing in TensorFlow,DeepLearning.AI,Course,1 - 4 Weeks,4.6,5.4k,Intermediate,https://www.coursera.org/learn/natural-language-processing-tensorflow,113524.0
593,Natural Language Processing with Attention Models,DeepLearning.AI,Course,1 - 4 Weeks,4.6,6.3k,Intermediate,https://www.coursera.org/learn/attention-models-in-nlp,131516.0
594,Natural Language Processing with Classification and Vector Spaces,DeepLearning.AI,Course,1 - 4 Weeks,4.4,927,Intermediate,https://www.coursera.org/learn/classification-vector-spaces-in-nlp,63912.0
595,Natural Language Processing with Probabilistic Models,DeepLearning.AI,Course,1 - 4 Weeks,4.6,4.1k,Intermediate,https://www.coursera.org/learn/probabilistic-models-in-nlp,156198.0
596,Natural Language Processing with Sequence Models,DeepLearning.AI,Course,1 - 4 Weeks,4.7,1.6k,Intermediate,https://www.coursera.org/learn/sequence-models-in-nlp,67360.0
597,"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,Specialization,3 - 6 Months,4.5,1.1k,Beginner,https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,58484.0
598,Network Automation Engineering Fundamentals,Cisco Learning and Certifications,Specialization,3 - 6 Months,4.5,31,Beginner,https://www.coursera.org/specializations/networkautomation,6285.0
599,Networking in Google Cloud,Google Cloud,Specialization,3 - 6 Months,4.5,26,Intermediate,https://www.coursera.org/specializations/networking-google-cloud-platform,47565.0
600,Neural Networks and Deep Learning,DeepLearning.AI,Course,1 - 4 Weeks,4.7,48.1k,Intermediate,https://www.coursera.org/learn/neural-networks-deep-learning,38677.0
601,Neuroscience and Neuroimaging,Johns Hopkins University,Specialization,3 - 6 Months,4.9,119.9k,Intermediate,https://www.coursera.org/specializations/computational-neuroscience,1248073.0
602,OKR Certification Leadership and Goal Setting,Measure What Matters,Course,1 - 4 Weeks,4.9,91,Beginner,https://www.coursera.org/learn/okr,4921.0
603,Object Oriented Java Programming Data Structures and Beyond,University of California San Diego,Specialization,3 - 6 Months,4.9,308,Intermediate,https://www.coursera.org/specializations/java-object-oriented,18584.0
604,Object Oriented Programming in Java,Multiple educators,Specialization,3 - 6 Months,4.7,7.1k,Beginner,https://www.coursera.org/specializations/object-oriented-programming,71713.0
605,Oil Gas Industry Operations and Markets,Duke University,Course,1 - 4 Weeks,4.7,2.8k,Mixed,https://www.coursera.org/learn/oilandgas,97809.0
606,Omnichannel Retail Strategy,University of Pennsylvania,Specialization,1 - 3 Months,4.8,5.7k,Beginner,https://www.coursera.org/specializations/wharton-retail-strategy,130861.0
607,Operating Systems and You Becoming a Power User,Google,Course,1 - 3 Months,4.7,285,Beginner,https://www.coursera.org/learn/os-power-user,4964.0
608,Optical Engineering,University of Colorado Boulder,Specialization,3 - 6 Months,4.7,26.4k,Advanced,https://www.coursera.org/specializations/optical-engineering,449305.0
609,Oracle SQL Databases,LearnQuest,Specialization,3 - 6 Months,4.4,329,Beginner,https://www.coursera.org/specializations/oracle-sql-databases,10912.0
610,Organizational Analysis,Stanford University,Course,1 - 3 Months,4.6,581,Beginner,https://www.coursera.org/learn/organizational-analysis,12067.0
611,Organizational Change and Culture for Adopting Google Cloud,Google Cloud,Specialization,3 - 6 Months,4.6,1.4k,Beginner,https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,167794.0
612,Organizational Leadership,Northwestern University,Specialization,3 - 6 Months,4.7,3.5k,Intermediate,https://www.coursera.org/specializations/organizational-leadership,4612.0
613,"Organizational Leadership in Diversity, Equity Inclusion",Rice University,Specialization,3 - 6 Months,4.7,4.5k,Intermediate,https://www.coursera.org/specializations/organizational-leadership-in-diversity-equity-and-inclusion,43814.0
614,Overcoming Dyslexia,Yale University,Course,1 - 3 Months,4.8,184,Beginner,https://www.coursera.org/learn/dyslexia,3983.0
615,Palliative Care Always,Stanford University,Specialization,3 - 6 Months,4.8,443,Beginner,https://www.coursera.org/specializations/palliative-care-always,36152.0
616,Patient Safety,Johns Hopkins University,Specialization,3 - 6 Months,4.6,88,Beginner,https://www.coursera.org/specializations/patient-safety,3061.0
617,People Analytics,University of Pennsylvania,Course,1 - 4 Weeks,4.8,1.6k,Mixed,https://www.coursera.org/learn/wharton-people-analytics,19182.0
618,People and Soft Skills for Professional and Personal Success,IBM,Specialization,1 - 3 Months,4.6,5.9k,Beginner,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success,132652.0
619,Personal Branding Stand Out and Succeed,University of Michigan,Course,1 - 4 Weeks,4.6,621,Beginner,https://www.coursera.org/learn/personal-branding-success,12933.0
620,Pharmacy Technician Fundamentals,MedCerts,Specialization,3 - 6 Months,4.7,,Beginner,https://www.coursera.org/specializations/pharmacy-technician-fundamentals,47565.0
621,Photography Basics and Beyond From Smartphone to DSLR,Michigan State University,Specialization,3 - 6 Months,4.7,106,Beginner,https://www.coursera.org/specializations/photography-basics,47565.0
622,Plant Bioinformatic Methods,University of Toronto,Specialization,3 - 6 Months,4.7,6.2k,Beginner,https://www.coursera.org/specializations/plant-bioinformatic-methods,122177.0
623,Play It Safe Manage Security Risks,Google,Course,1 - 4 Weeks,4.7,2k,Beginner,https://www.coursera.org/learn/manage-security-risks,14514.0
624,Positive Psychology Martin E. P. Seligmans Visionary Science,University of Pennsylvania,Course,1 - 4 Weeks,4.8,3.4k,Beginner,https://www.coursera.org/learn/positive-psychology-visionary-science,260125.0
625,PostgreSQL for Everybody,University of Michigan,Specialization,3 - 6 Months,4.9,5.7k,Intermediate,https://www.coursera.org/specializations/postgresql-for-everybody,105323.0
626,Power Electronics,University of Colorado Boulder,Specialization,3 - 6 Months,4.7,1k,Intermediate,https://www.coursera.org/specializations/power-electronics,22570.0
627,Practical Data Science on the AWS Cloud,Multiple educators,Specialization,1 - 3 Months,4.7,4k,Advanced,https://www.coursera.org/specializations/practical-data-science,42211.0
628,Practical Data Science with MATLAB,MathWorks,Specialization,3 - 6 Months,4.5,520,Beginner,https://www.coursera.org/specializations/practical-data-science-matlab,19450.0
629,Practical Guide to Trading,Interactive Brokers,Specialization,3 - 6 Months,4.4,483,Beginner,https://www.coursera.org/specializations/financial-instruments-trading-investing,23652.0
630,Pre-MBA Statistics,IIMA - IIM Ahmedabad,Course,1 - 3 Months,4.5,141,Beginner,https://www.coursera.org/learn/pre-mbastatistics,83943.0
631,Prepare Data for Exploration,Google,Course,1 - 3 Months,4.8,17.2k,Beginner,https://www.coursera.org/learn/data-preparation,645914.0
632,Preparing Data for Analysis with Microsoft Excel,Microsoft,Course,1 - 4 Weeks,4.7,554,Beginner,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,41610.0
633,Preparing for Google Cloud Certification Cloud Architect,Google Cloud,Professional Certificate,3 - 6 Months,4.7,57.8k,Intermediate,https://www.coursera.org/professional-certificates/gcp-cloud-architect,50502.0
634,Preparing for Google Cloud Certification Cloud Data Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.6,18.1k,Intermediate,https://www.coursera.org/professional-certificates/gcp-data-engineering,81451.0
635,Preparing for Google Cloud Certification Cloud DevOps Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,52.7k,Beginner,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,32789.0
636,Preparing for Google Cloud Certification Cloud Developer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,51.1k,Intermediate,https://www.coursera.org/professional-certificates/google-cloud-developer,6709.0
637,Preparing for Google Cloud Certification Cloud Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,57.6k,Intermediate,https://www.coursera.org/professional-certificates/cloud-engineering-gcp,46038.0
638,Preparing for Google Cloud Certification Cloud Network Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,48.1k,Intermediate,https://www.coursera.org/professional-certificates/google-cloud-networking,13907.0
639,Preparing for Google Cloud Certification Machine Learning Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.6,25.4k,Intermediate,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,36932.0
640,Pricing Strategy Optimization,University of Virginia,Specialization,3 - 6 Months,4.8,864,Beginner,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,16149.0
641,Principles of Management,Johns Hopkins University,Course,1 - 4 Weeks,4.7,198,Mixed,https://www.coursera.org/learn/principles-of-management,28407.0
642,Private Equity and Venture Capital,Universita Bocconi,Course,1 - 3 Months,4.8,7.8k,Mixed,https://www.coursera.org/learn/private-equity,237964.0
643,Probabilistic Graphical Models,Stanford University,Specialization,3 - 6 Months,4.6,1.5k,Advanced,https://www.coursera.org/specializations/probabilistic-graphical-models,24547.0
644,Probability Statistics for Machine Learning Data Science,DeepLearning.AI,Course,1 - 4 Weeks,4.6,170,Beginner,https://www.coursera.org/learn/machine-learning-probability-and-statistics,28290.0
645,Process Data from Dirty to Clean,Google,Course,1 - 3 Months,4.8,13.1k,Beginner,https://www.coursera.org/learn/process-data,540235.0
646,"Product Ideation, Design, and Management","University of Maryland, College Park",Specialization,3 - 6 Months,4.5,463,Beginner,https://www.coursera.org/specializations/product-ideation-design-and-management,13644.0
647,Professional Skills for the Workplace,"University of California, Davis",Specialization,3 - 6 Months,4.7,2.4k,Beginner,https://www.coursera.org/specializations/professional-skills-for-the-workplace,18037.0
648,Professionalism in Allied Health,MedCerts,Course,1 - 3 Months,4.8,82,Beginner,https://www.coursera.org/learn/professionalism-allied-health,4853.0
649,"Programming Languages, Part A",University of Washington,Course,1 - 3 Months,4.9,1.8k,Intermediate,https://www.coursera.org/learn/programming-languages,172217.0
650,Programming for Everybody (Getting Started with Python),University of Michigan,Course,1 - 3 Months,4.8,224.7k,Beginner,https://www.coursera.org/learn/python,2977587.0
651,Programming in C A Hands-on Introduction,Codio,Specialization,3 - 6 Months,4.6,899,Beginner,https://www.coursera.org/specializations/hands-on-cpp,21364.0
652,Programming with JavaScript,Meta,Course,1 - 3 Months,4.7,3k,Beginner,https://www.coursera.org/learn/programming-with-javascript,125088.0
653,Project Execution Running the Project,Google,Course,1 - 3 Months,4.8,7k,Beginner,https://www.coursera.org/learn/project-execution-google,274698.0
654,Project Initiation Starting a Successful Project,Google,Course,1 - 4 Weeks,4.8,17.6k,Beginner,https://www.coursera.org/learn/project-initiation-google,548356.0
655,Project Launch,"University of California, Irvine",Course,1 - 3 Months,4.7,238,Beginner,https://www.coursera.org/learn/project-management,1544.0
656,Project Management,University of Colorado Boulder,Specialization,1 - 3 Months,4.8,438,Beginner,https://www.coursera.org/specializations/meem-project-management,11334.0
657,Project Management Other Tools for Career Development,"University of California, Irvine",Specialization,3 - 6 Months,4.7,34.8k,Beginner,https://www.coursera.org/specializations/project-management-success,88273.0
658,"Project Management Foundations, Initiation, and Planning",SkillUp EdTech,Course,1 - 3 Months,4.6,67,Beginner,https://www.coursera.org/learn/project-management-foundations-initiation-and-planning,5815.0
659,Project Management Principles and Practices,"University of California, Irvine",Specialization,3 - 6 Months,4.7,28.8k,Beginner,https://www.coursera.org/specializations/project-management,199781.0
660,Project Management Foundations and Initiation,University of Colorado Boulder,Course,1 - 4 Weeks,4.8,290,Beginner,https://www.coursera.org/learn/project-management-foundations-initiation,14254.0
661,Project Planning Putting It All Together,Google,Course,1 - 3 Months,4.8,10.5k,Beginner,https://www.coursera.org/learn/project-planning-google,347717.0
662,Prompt Engineering for ChatGPT,Vanderbilt University,Course,1 - 3 Months,4.8,1.6k,Beginner,https://www.coursera.org/learn/prompt-engineering,176842.0
663,Psychological First Aid,Johns Hopkins University,Course,1 - 3 Months,4.8,18.4k,Mixed,https://www.coursera.org/learn/psychological-first-aid,506226.0
664,Psychological Research,American Psychological Association,Specialization,3 - 6 Months,4.5,13,Beginner,https://www.coursera.org/specializations/psychological-research,47565.0
665,Put It to Work Prepare for Cybersecurity Jobs,Google,Course,1 - 3 Months,4.9,856,Beginner,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,50164.0
666,PwC GST Taxation Executive,PwC India,Professional Certificate,3 - 6 Months,4.6,50,Beginner,https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive,3429.0
667,Python 3 Programming,University of Michigan,Specialization,3 - 6 Months,4.7,21.2k,Beginner,https://www.coursera.org/specializations/python-3-programming,215354.0
668,Python Basics,University of Michigan,Course,1 - 4 Weeks,4.8,16.9k,Beginner,https://www.coursera.org/learn/python-basics,400399.0
669,Python Data Structures,University of Michigan,Course,1 - 3 Months,4.9,93.9k,Beginner,https://www.coursera.org/learn/python-data,996497.0
670,"Python Functions, Files, and Dictionaries",University of Michigan,Course,1 - 3 Months,4.9,5.1k,Beginner,https://www.coursera.org/learn/python-functions-files-dictionaries,111924.0
671,Python Programming Fundamentals,Duke University,Course,1 - 4 Weeks,4.3,6,Beginner,https://www.coursera.org/learn/python-programming-fundamentals,4889.0
672,Python Project for Data Engineering,IBM,Course,1 - 4 Weeks,4.6,473,Intermediate,https://www.coursera.org/learn/python-project-for-data-engineering,32522.0
673,Python Project for Data Science,IBM,Course,1 - 4 Weeks,4.5,3.7k,Intermediate,https://www.coursera.org/learn/python-project-for-data-science,165927.0
674,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,Course,1 - 4 Weeks,4.4,3.9k,Intermediate,https://www.coursera.org/learn/python-statistics-financial-analysis,205510.0
675,Python for Cybersecurity,Infosec,Specialization,3 - 6 Months,4.5,328,Intermediate,https://www.coursera.org/specializations/pythonforcybersecurity,12936.0
676,"Python for Data Science, AI Development",IBM,Course,1 - 3 Months,4.6,33.8k,Beginner,https://www.coursera.org/learn/python-for-applied-data-science-ai,671781.0
677,Python for Everybody,University of Michigan,Specialization,3 - 6 Months,4.8,268.2k,Beginner,https://www.coursera.org/specializations/python,1560414.0
678,"Python, Bash and SQL Essentials for Data Engineering",Duke University,Specialization,3 - 6 Months,4.5,292,Beginner,https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke,12589.0
679,Qualitative Research Design and Methods for Public Health,Emory University,Specialization,3 - 6 Months,4.7,165,Beginner,https://www.coursera.org/specializations/qualitative-research-design-and-methods-for-public-health,6803.0
680,React Basics,Meta,Course,1 - 4 Weeks,4.7,1.3k,Beginner,https://www.coursera.org/learn/react-basics,87777.0
681,Real-World Product Management,Advancing Women in Tech,Specialization,3 - 6 Months,4.5,787,Beginner,https://www.coursera.org/specializations/real-world-product-management,18964.0
682,Reducing Gun Violence in America Evidence for Change,Johns Hopkins University,Course,1 - 3 Months,4.7,257,Beginner,https://www.coursera.org/learn/gun-violence,10852.0
683,Regression Analysis Simplify Complex Data Relationships,Google,Course,1 - 3 Months,4.7,175,Advanced,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,17632.0
684,Regulatory Compliance,University of Pennsylvania,Specialization,3 - 6 Months,4.8,2k,Intermediate,https://www.coursera.org/specializations/regulatory-compliance,25738.0
685,Reinforcement Learning,University of Alberta,Specialization,3 - 6 Months,4.7,3.3k,Intermediate,https://www.coursera.org/specializations/reinforcement-learning,47795.0
686,Renewable Energy,University of Colorado Boulder,Specialization,3 - 6 Months,4.8,695,Beginner,https://www.coursera.org/specializations/renewable-energy,10096.0
687,Risk Management,New York Institute of Finance,Specialization,3 - 6 Months,4.6,654,Beginner,https://www.coursera.org/specializations/risk-management,15411.0
688,Reussir le Changement,ESSEC Business School,Course,1 - 3 Months,4.5,1.9k,Mixed,https://www.coursera.org/learn/reussir-le-changement,48460.0
689,SAP Professional Fundamentals,SAP,Course,1 - 3 Months,4.7,347,Beginner,https://www.coursera.org/learn/sap-professional-fundamentals,40679.0
690,SAP Technology Consultant,SAP,Professional Certificate,3 - 6 Months,4.7,469,Beginner,https://www.coursera.org/professional-certificates/sap-technology-consultant,27742.0
691,SAS Programmer,SAS,Professional Certificate,3 - 6 Months,4.8,3.3k,Beginner,https://www.coursera.org/professional-certificates/sas-programming,32474.0
692,SAS Visual Business Analytics,SAS,Professional Certificate,3 - 6 Months,4.7,1k,Beginner,https://www.coursera.org/professional-certificates/sas-visual-business-analytics,20355.0
693,SQL for Data Science,"University of California, Davis",Course,1 - 4 Weeks,4.6,15.6k,Beginner,https://www.coursera.org/learn/sql-for-data-science,562911.0
694,Sales Training for High Performing Teams,HubSpot Academy,Specialization,1 - 3 Months,4.7,952,Beginner,https://www.coursera.org/specializations/sales-training-high-performing-teams,13320.0
695,Sales and CRM Overview,Salesforce,Course,1 - 4 Weeks,4.5,806,Beginner,https://www.coursera.org/learn/sales-and-crm-overview,46977.0
