Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,GROUP,GROUP_LABEL,Exam_Score
17,76,73,6,3,3,1,1,0,1,1,0,1,0,2,2,1,1,Trung bình,67
12,68,68,6,2,4,2,1,1,0,1,1,2,0,1,2,1,0,Yếu,64
24,63,99,6,0,3,1,0,0,0,0,0,2,0,0,1,0,0,Yếu,62
28,91,90,7,2,3,0,1,0,1,1,2,1,0,0,2,1,3,Giỏi,71
36,70,87,10,2,3,0,2,0,1,1,0,2,0,0,2,1,3,Giỏi,70
13,84,71,10,1,3,0,1,0,0,1,1,1,0,1,1,1,0,Yếu,64
24,88,94,6,0,2,1,1,1,1,1,0,0,0,2,1,1,2,Khá,69
18,79,55,7,1,3,1,1,1,1,1,0,2,0,0,1,0,0,Yếu,65
25,95,57,7,2,2,2,2,1,1,1,2,0,0,1,1,0,3,Giỏi,73
11,78,98,7,2,3,1,0,1,0,1,1,1,0,0,2,0,0,Yếu,64
12,71,78,8,2,2,1,2,1,0,1,1,0,0,2,2,0,0,Yếu,64
15,96,58,7,3,4,1,1,1,1,1,1,1,0,2,1,1,3,Giỏi,70
20,94,97,6,2,5,0,0,1,0,1,1,2,0,1,2,1,3,Giỏi,70
16,67,99,9,2,2,2,2,0,1,1,1,1,1,0,1,1,0,Yếu,64
24,61,94,5,3,2,0,1,0,1,1,1,1,1,1,1,0,0,Yếu,64
26,64,62,7,3,2,1,1,1,2,1,1,0,0,0,2,1,1,Trung bình,66
24,71,64,5,1,3,0,2,1,1,1,1,1,0,1,2,1,1,Trung bình,66
30,99,70,5,2,4,1,1,1,0,1,1,1,0,0,2,0,3,Giỏi,74
22,82,79,8,2,1,2,2,0,1,0,1,0,0,1,2,0,2,Khá,69
13,75,100,6,1,3,0,2,1,2,1,1,2,0,2,2,1,1,Trung bình,67
28,96,98,4,5,5,1,1,0,2,1,0,1,1,0,0,1,3,Giỏi,73
16,78,96,6,0,1,0,1,0,2,1,1,2,0,2,2,0,1,Trung bình,66
25,73,54,6,2,4,2,1,0,2,1,1,1,0,0,1,0,1,Trung bình,67
29,98,88,5,3,2,1,2,1,0,1,0,1,0,1,2,1,3,Giỏi,75
23,94,94,8,2,2,1,2,1,0,1,1,2,0,0,2,1,3,Giỏi,73
11,94,67,5,2,5,1,1,0,1,1,2,1,0,0,2,0,1,Trung bình,67
14,80,61,6,0,4,2,0,1,1,1,1,1,0,1,1,0,0,Yếu,65
28,92,87,7,1,1,1,1,1,0,1,0,2,0,0,2,0,3,Giỏi,71
19,67,55,6,1,4,1,1,1,0,1,1,1,0,0,2,1,0,Yếu,63
20,83,97,6,2,4,1,0,1,2,1,0,1,0,0,1,0,2,Khá,68
25,99,58,6,0,4,1,2,0,2,1,1,2,0,0,2,1,3,Giỏi,72
24,72,73,5,2,2,0,2,1,0,1,1,2,0,0,2,1,1,Trung bình,67
22,92,99,6,1,4,1,2,0,0,1,1,0,0,1,2,0,3,Giỏi,71
19,80,99,8,1,4,0,0,0,2,1,0,2,0,2,2,1,1,Trung bình,67
18,62,89,6,0,3,1,2,1,1,1,2,2,0,2,2,0,1,Trung bình,66
25,91,92,7,3,5,1,2,0,1,1,0,0,0,0,2,1,3,Giỏi,72
23,67,98,9,2,0,0,0,0,1,1,0,0,0,1,2,0,0,Yếu,64
18,85,96,8,0,3,1,1,0,1,1,2,0,0,1,1,1,2,Khá,68
26,63,81,5,0,2,2,2,0,1,1,0,0,0,0,1,0,0,Yếu,65
19,98,87,8,1,4,1,2,1,2,1,1,2,0,2,1,1,3,Giỏi,74
15,72,80,9,4,4,1,0,1,1,1,1,1,0,1,1,0,0,Yếu,65
15,69,75,6,2,2,2,0,1,1,0,0,2,0,0,2,0,0,Yếu,63
14,65,94,5,5,3,1,1,1,1,1,0,0,0,2,1,1,0,Yếu,65
18,98,87,6,0,1,0,2,1,1,1,1,1,0,0,2,1,3,Giỏi,70
27,88,93,7,0,4,1,2,1,1,1,0,1,0,0,1,1,3,Giỏi,71
15,90,55,8,1,1,1,1,1,1,1,0,1,0,1,2,0,1,Trung bình,66
21,80,79,6,2,3,1,1,1,0,1,1,2,0,1,2,1,2,Khá,69
16,79,66,4,2,2,1,2,1,2,1,1,1,0,1,1,1,1,Trung bình,67
18,64,76,5,1,4,1,2,1,0,1,0,2,0,0,1,1,0,Yếu,64
11,82,81,8,2,2,2,2,0,2,1,0,2,0,0,1,0,1,Trung bình,67
19,70,92,10,1,4,1,2,1,1,1,0,2,0,0,2,1,1,Trung bình,67
19,99,52,7,1,4,2,1,0,1,1,1,1,0,0,2,1,3,Giỏi,70
23,92,58,9,2,1,2,2,0,1,1,0,1,0,2,2,0,3,Giỏi,71
21,77,96,5,2,5,1,0,1,2,1,0,1,0,0,2,0,2,Khá,68
13,66,98,6,1,2,2,2,0,0,1,2,2,0,0,2,1,0,Yếu,65
27,91,53,4,1,3,1,1,0,1,1,0,2,0,2,2,0,3,Giỏi,70
21,65,67,8,1,4,1,2,1,0,0,0,2,0,0,2,0,0,Yếu,64
21,68,50,6,3,4,2,2,1,2,1,1,1,0,0,2,1,1,Trung bình,67
20,68,88,8,5,3,0,0,0,1,1,0,1,0,0,1,1,0,Yếu,63
17,82,84,6,2,3,1,0,1,2,1,0,0,0,0,1,0,0,Yếu,65
21,91,78,10,2,2,1,1,1,2,1,0,0,0,0,2,1,3,Giỏi,70
23,73,85,10,1,3,1,2,0,1,1,0,1,0,1,2,1,1,Trung bình,67
10,63,77,4,3,3,1,2,0,0,0,0,1,0,0,2,1,0,Yếu,60
17,79,62,8,1,3,0,2,0,0,1,0,1,0,0,2,0,0,Yếu,64
18,90,88,6,1,1,0,1,0,0,1,1,0,0,0,1,0,0,Yếu,65
22,69,89,8,0,5,1,1,0,0,0,0,2,0,0,1,0,0,Yếu,64
27,69,93,5,1,4,1,0,1,1,1,1,2,0,1,1,1,1,Trung bình,67
15,98,98,9,0,3,1,1,1,2,1,1,2,0,0,2,0,3,Giỏi,71
17,98,87,9,0,3,1,1,0,0,1,2,2,0,0,1,0,2,Khá,69
17,100,53,5,1,4,1,2,1,0,1,1,2,0,0,2,1,3,Giỏi,70
15,92,51,7,1,3,1,1,1,1,1,2,2,0,1,2,0,2,Khá,69
18,68,87,7,3,4,2,2,1,2,1,1,2,0,0,2,1,2,Khá,69
25,68,53,8,2,3,0,1,1,0,1,1,1,0,1,1,0,0,Yếu,64
14,74,66,7,0,3,0,1,1,1,1,1,0,0,2,2,1,0,Yếu,63
23,73,57,8,3,2,2,1,0,1,1,1,2,0,1,2,1,1,Trung bình,67
10,98,98,7,0,3,1,1,0,0,0,1,1,0,1,1,0,1,Trung bình,66
17,92,66,8,2,3,1,2,1,1,1,0,2,0,0,2,0,2,Khá,69
18,89,53,5,5,4,1,1,0,1,1,0,1,0,1,2,1,2,Khá,69
30,67,97,7,2,3,1,1,0,2,1,2,1,1,0,2,1,2,Khá,69
18,96,80,9,1,3,1,2,1,2,1,0,2,0,1,2,1,3,Giỏi,72
7,93,52,9,1,3,2,2,1,2,1,1,0,0,0,1,0,0,Yếu,65
8,67,92,7,0,2,1,1,1,1,1,2,2,0,1,2,1,0,Yếu,63
20,95,58,7,1,4,1,1,0,0,1,0,1,0,1,2,1,2,Khá,69
24,71,90,9,3,3,2,1,1,0,1,1,1,0,1,2,1,2,Khá,69
22,63,80,7,2,2,1,0,1,1,1,2,0,0,1,1,0,0,Yếu,64
21,86,59,9,2,3,1,0,1,2,1,1,2,0,1,2,1,2,Khá,69
27,86,88,7,1,3,1,2,0,1,1,1,1,0,2,1,1,3,Giỏi,72
17,64,73,7,1,4,1,0,0,2,1,0,1,0,1,2,1,0,Yếu,62
25,73,82,5,1,3,2,1,1,0,0,1,2,1,0,2,1,1,Trung bình,66
10,100,93,5,2,1,0,1,0,0,1,1,1,0,0,0,0,0,Yếu,65
15,87,63,8,0,3,2,2,1,1,1,2,1,0,1,2,0,2,Khá,69
9,89,68,10,1,3,1,0,0,2,1,2,0,0,0,2,0,0,Yếu,65
18,69,100,7,3,2,2,1,1,1,1,1,0,0,0,2,1,1,Trung bình,67
20,63,75,7,2,2,0,1,1,0,1,1,1,0,0,2,0,0,Yếu,63
21,71,78,9,2,4,2,1,0,0,1,1,1,0,0,2,1,1,Trung bình,66
20,70,64,8,0,3,0,1,0,0,1,0,2,0,0,0,1,0,Yếu,61
14,69,71,4,1,4,2,1,1,1,1,1,2,0,0,2,0,0,Yếu,64
19,68,75,8,1,4,1,0,1,0,1,1,1,0,2,2,1,0,Yếu,64
11,83,63,5,2,3,1,1,1,1,1,0,1,0,1,2,1,0,Yếu,65
28,73,62,7,3,3,1,0,0,1,1,2,1,0,2,1,0,2,Khá,68
18,93,80,6,1,3,0,2,1,1,1,1,0,0,0,2,1,2,Khá,69
17,67,59,6,0,3,1,1,0,1,1,1,0,0,0,2,0,0,Yếu,61
30,79,78,7,3,2,1,2,0,1,0,2,2,0,2,1,0,3,Giỏi,72
13,61,85,8,4,3,1,0,1,1,1,0,1,0,1,1,1,0,Yếu,61
13,79,60,7,1,4,2,2,0,1,1,0,1,0,1,1,1,1,Trung bình,66
13,62,87,9,1,1,0,1,1,1,1,0,0,0,1,1,1,0,Yếu,60
20,99,68,9,1,3,1,0,0,0,1,0,2,0,2,0,1,2,Khá,69
23,92,100,9,1,2,1,2,0,1,1,2,1,1,1,2,1,3,Giỏi,72
24,80,99,7,2,2,1,2,1,0,1,1,0,0,0,1,0,2,Khá,69
35,63,90,6,0,3,2,2,1,0,1,1,2,0,1,2,1,3,Giỏi,71
7,84,67,7,1,3,1,2,0,1,1,1,1,0,1,2,1,0,Yếu,64
24,90,97,9,3,4,0,0,1,2,1,0,2,0,0,2,1,3,Giỏi,71
17,68,100,9,1,3,0,1,1,2,1,1,0,0,0,1,1,0,Yếu,64
16,83,73,4,3,3,1,1,1,2,1,0,0,0,1,2,0,1,Trung bình,67
16,93,81,7,2,3,1,0,1,1,1,0,0,1,2,1,1,1,Trung bình,67
15,91,50,4,1,3,0,2,1,2,1,1,1,0,0,1,0,1,Trung bình,66
30,92,52,7,3,4,0,1,1,1,1,2,2,0,1,2,1,3,Giỏi,73
25,95,75,6,1,4,1,2,1,1,1,1,2,0,0,1,1,3,Giỏi,73
20,98,80,6,0,2,1,1,0,1,1,1,2,0,1,1,1,3,Giỏi,70
28,76,66,8,5,4,0,1,1,1,1,2,2,0,1,1,1,3,Giỏi,70
11,83,55,6,0,4,1,0,1,0,1,0,2,1,2,2,0,0,Yếu,62
12,92,89,7,1,2,2,0,1,1,1,1,1,0,2,1,1,2,Khá,68
7,88,71,6,0,3,2,2,1,1,1,0,2,0,0,1,0,0,Yếu,65
16,100,82,7,2,2,2,2,1,1,1,2,2,0,0,2,1,3,Giỏi,73
21,61,83,8,1,3,2,1,1,2,0,0,1,0,1,2,0,0,Yếu,65
21,74,77,6,0,3,1,2,1,2,0,1,1,0,1,2,1,1,Trung bình,66
21,71,59,8,3,3,0,1,1,1,1,0,1,0,1,1,1,0,Yếu,64
12,70,81,7,0,3,1,2,0,2,1,0,2,0,0,2,1,0,Yếu,63
25,69,66,7,0,3,1,1,0,1,0,0,1,1,1,2,1,0,Yếu,62
21,88,91,6,0,4,2,1,1,0,1,0,1,0,2,1,0,3,Giỏi,70
24,63,60,8,3,3,1,1,0,1,1,2,1,0,0,2,1,0,Yếu,65
9,90,65,8,0,5,1,1,1,1,1,1,1,0,0,0,1,0,Yếu,64
22,88,72,7,4,2,1,1,0,0,1,2,0,0,2,2,1,3,Giỏi,70
13,70,87,7,1,5,1,1,0,1,1,0,1,0,0,2,1,0,Yếu,62
18,70,86,8,5,2,1,1,0,1,1,2,2,0,0,2,0,1,Trung bình,67
23,85,67,8,1,3,1,0,0,0,1,1,1,0,2,0,0,1,Trung bình,66
21,90,76,7,2,3,2,2,1,2,1,2,2,0,1,1,0,3,Giỏi,74
15,95,62,9,2,3,1,2,1,1,1,1,2,0,0,0,1,2,Khá,69
20,94,89,8,0,4,1,2,1,0,1,1,2,1,0,1,0,3,Giỏi,70
11,99,60,10,1,1,1,1,0,1,1,2,2,0,1,2,0,2,Khá,68
27,83,91,5,3,2,1,0,0,1,1,0,1,0,2,2,1,3,Giỏi,70
19,96,97,8,3,2,1,1,1,1,1,1,0,0,0,2,1,3,Giỏi,71
27,92,100,9,2,0,1,0,1,2,1,1,2,0,2,1,0,3,Giỏi,73
17,96,93,9,3,2,1,1,0,0,1,1,1,0,0,0,1,2,Khá,69
17,60,61,7,1,4,0,0,1,1,1,0,2,0,2,2,0,0,Yếu,61
15,99,71,5,0,2,1,1,1,1,1,1,1,0,1,1,1,2,Khá,68
25,79,54,9,1,2,1,0,1,1,1,0,2,0,2,0,1,1,Trung bình,66
16,92,58,6,0,4,2,0,1,0,1,2,2,0,0,2,0,1,Trung bình,67
24,65,52,7,1,1,0,2,1,1,1,2,1,0,2,1,0,0,Yếu,64
18,76,82,10,1,4,0,2,1,2,1,1,0,0,1,2,1,1,Trung bình,67
8,71,77,5,0,4,2,1,1,1,0,2,1,0,0,1,0,0,Yếu,61
17,72,96,8,2,3,0,1,0,2,1,0,1,0,0,2,1,0,Yếu,65
13,65,73,6,0,3,0,2,1,1,1,0,2,0,2,2,0,0,Yếu,62
20,92,82,6,0,5,0,2,0,1,1,1,1,0,0,2,0,2,Khá,69
13,60,70,7,1,3,2,2,0,1,1,1,0,0,1,0,0,0,Yếu,61
26,73,91,8,4,5,2,1,0,1,1,0,1,0,0,1,1,2,Khá,69
19,67,96,8,1,3,1,0,0,2,0,2,2,0,1,2,1,0,Yếu,64
19,84,72,9,1,3,1,0,0,2,1,0,2,0,0,0,0,0,Yếu,65
24,70,54,6,1,1,1,2,0,0,1,2,1,0,0,1,0,0,Yếu,64
26,70,58,5,1,3,2,2,1,1,1,0,2,0,2,1,1,2,Khá,68
20,80,86,6,1,3,0,1,1,2,1,0,2,0,0,2,0,1,Trung bình,67
15,86,66,8,0,5,2,1,1,0,1,1,2,0,1,2,1,2,Khá,68
9,65,89,7,2,4,0,1,1,1,1,0,2,0,0,1,1,0,Yếu,61
16,67,87,4,5,4,1,2,1,2,1,2,2,0,1,2,1,2,Khá,69
16,70,85,4,0,3,0,2,1,2,1,1,1,0,0,2,1,0,Yếu,64
21,99,91,7,3,4,2,1,1,1,0,1,2,0,1,2,1,3,Giỏi,74
18,76,88,8,1,4,1,1,0,0,1,1,1,0,1,2,0,1,Trung bình,66
24,84,82,6,1,2,1,1,0,1,1,1,0,0,0,2,1,2,Khá,68
16,70,50,8,3,3,1,2,1,2,1,2,1,0,2,0,1,0,Yếu,65
20,80,76,5,0,3,1,2,1,1,0,0,0,0,1,2,0,1,Trung bình,66
27,63,80,7,2,2,2,0,0,1,0,1,2,0,0,2,0,1,Trung bình,66
22,61,98,7,3,2,1,0,0,2,1,2,1,0,1,2,0,0,Yếu,65
20,79,83,8,3,4,1,1,0,1,1,0,1,0,1,1,1,1,Trung bình,67
16,76,79,5,0,4,0,1,1,1,1,0,2,0,2,1,0,0,Yếu,65
16,65,77,5,1,3,1,1,0,1,1,2,2,0,0,1,1,0,Yếu,63
15,88,55,8,1,2,2,1,0,1,1,2,1,0,0,2,1,1,Trung bình,67
17,100,71,5,2,4,1,2,1,0,1,0,1,0,0,2,1,3,Giỏi,70
25,76,57,6,0,3,2,2,1,0,0,1,2,0,2,1,1,2,Khá,68
19,85,53,9,1,3,1,1,1,2,1,1,1,0,1,0,1,1,Trung bình,66
12,99,66,7,3,1,1,1,1,0,1,1,0,0,2,1,0,1,Trung bình,67
31,93,82,8,2,1,1,0,0,0,1,2,1,0,0,2,1,3,Giỏi,72
22,79,93,8,0,2,2,2,1,1,1,1,0,1,0,2,0,2,Khá,68
12,89,91,8,1,2,1,2,0,1,0,0,1,0,0,2,1,1,Trung bình,66
17,65,65,7,0,4,1,1,0,1,1,2,1,0,0,1,1,0,Yếu,62
21,80,52,6,1,4,2,0,1,1,1,0,0,0,0,2,1,0,Yếu,65
30,71,70,10,3,4,2,0,0,0,1,1,1,1,0,2,0,1,Trung bình,67
13,66,66,7,3,2,1,1,1,0,1,1,0,0,1,2,0,0,Yếu,62
26,77,69,7,1,3,1,0,1,0,1,2,1,1,0,2,0,1,Trung bình,66
28,65,78,8,1,3,1,1,0,2,0,2,2,0,1,2,0,1,Trung bình,67
16,88,52,6,2,3,1,1,1,1,1,2,2,0,0,2,0,2,Khá,68
18,78,69,6,1,4,1,1,1,1,1,1,0,0,2,1,0,1,Trung bình,66
14,81,78,9,0,4,2,2,0,1,1,1,2,0,1,2,0,2,Khá,68
19,66,72,6,2,5,0,1,0,1,1,0,0,0,0,2,1,0,Yếu,62
20,66,83,8,1,2,1,2,0,1,1,0,1,1,1,2,1,0,Yếu,64
24,83,59,8,1,3,2,0,0,1,1,0,2,0,0,2,1,2,Khá,68
27,99,58,7,2,2,0,0,1,0,1,1,2,0,2,1,1,3,Giỏi,71
16,64,65,7,2,4,1,1,0,1,1,1,1,0,0,2,1,0,Yếu,63
8,71,55,8,1,2,2,1,0,2,1,0,2,0,1,1,1,0,Yếu,62
20,95,62,7,1,3,2,0,1,0,1,0,2,0,1,2,1,2,Khá,69
22,63,54,4,0,3,1,1,1,1,1,1,2,0,0,1,1,0,Yếu,62
21,95,70,9,3,3,0,1,1,1,1,2,2,0,0,2,0,3,Giỏi,71
18,81,86,6,3,4,0,2,1,1,1,0,2,0,1,2,1,2,Khá,69
21,76,64,7,1,2,1,1,1,0,1,1,2,0,0,1,1,1,Trung bình,66
29,72,50,5,0,4,0,1,0,0,1,0,1,0,0,2,0,0,Yếu,64
22,72,78,6,1,3,0,2,0,0,0,0,1,0,2,2,1,0,Yếu,65
18,72,85,6,1,1,2,2,0,2,1,2,2,0,0,1,1,2,Khá,68
17,95,70,7,1,3,2,1,0,2,1,0,1,0,0,2,1,2,Khá,69
19,89,65,6,2,3,2,1,1,0,1,0,1,1,2,2,1,2,Khá,68
30,87,75,10,3,4,0,1,1,0,1,0,1,0,1,2,1,3,Giỏi,71
19,92,55,7,1,5,0,1,0,1,1,1,1,0,0,0,1,1,Trung bình,66
20,70,82,8,2,3,2,0,0,1,1,0,2,0,0,1,1,0,Yếu,65
17,85,87,7,1,1,2,1,1,1,1,0,1,0,0,2,0,2,Khá,68
27,78,85,8,0,3,2,2,0,1,1,2,2,0,1,2,1,3,Giỏi,72
32,91,66,4,3,2,2,1,1,1,1,0,1,0,2,2,0,3,Giỏi,75
23,72,92,6,2,3,2,0,1,0,1,2,0,0,1,2,1,1,Trung bình,67
20,86,97,6,1,2,1,1,0,0,1,0,1,0,0,1,1,1,Trung bình,67
20,95,65,6,2,3,1,1,0,2,1,0,1,0,1,2,0,3,Giỏi,70
6,76,63,8,5,3,1,1,1,1,1,1,1,0,1,2,1,0,Yếu,64
24,63,85,8,1,3,1,1,1,2,1,0,2,0,0,0,0,0,Yếu,65
21,81,85,7,1,3,1,1,1,1,1,0,0,0,2,1,1,2,Khá,68
23,74,76,7,1,2,2,2,0,1,1,1,1,0,1,1,0,1,Trung bình,67
16,87,96,10,1,1,0,1,1,1,0,0,2,0,1,1,1,1,Trung bình,66
18,98,57,7,0,1,2,1,0,0,1,2,1,0,2,1,1,2,Khá,69
18,79,74,4,2,1,0,2,0,0,1,0,0,0,0,2,0,0,Yếu,64
26,79,52,8,1,3,1,2,1,2,1,1,0,1,2,2,0,2,Khá,68
18,86,53,8,5,3,2,1,0,0,1,0,0,0,0,2,1,2,Khá,68
32,64,53,9,1,3,0,2,1,0,0,0,2,0,1,2,0,0,Yếu,65
23,70,75,8,0,2,1,1,1,1,1,2,2,0,0,1,1,0,Yếu,65
12,97,79,6,1,2,0,1,1,1,0,1,0,0,0,2,1,0,Yếu,65
19,87,50,8,0,2,2,1,0,0,1,2,1,0,0,2,0,1,Trung bình,67
16,61,82,7,2,3,2,1,1,1,1,0,0,0,0,2,0,0,Yếu,63
7,68,74,9,1,3,2,1,0,1,1,0,2,0,0,2,0,0,Yếu,62
30,87,61,9,2,4,2,1,1,2,1,1,1,0,0,1,1,3,Giỏi,73
24,91,51,7,2,3,2,2,1,2,1,1,1,0,0,1,1,3,Giỏi,72
23,94,58,8,5,6,0,1,0,2,1,0,1,0,0,2,0,3,Giỏi,71
21,72,80,9,3,4,1,1,0,2,1,0,1,0,0,2,1,1,Trung bình,67
12,97,83,7,0,2,1,0,1,1,1,0,1,0,1,1,1,1,Trung bình,66
17,82,82,10,1,2,1,2,1,2,1,1,2,0,0,1,1,2,Khá,68
25,88,58,9,0,4,2,2,1,0,1,0,0,0,2,2,1,3,Giỏi,70
14,84,96,6,2,2,1,1,1,1,0,0,1,0,2,0,1,1,Trung bình,66
5,65,71,7,0,2,0,2,0,1,1,0,0,0,1,0,1,0,Yếu,56
19,99,88,8,1,3,1,2,1,2,0,0,2,0,0,0,0,3,Giỏi,71
19,65,58,10,2,3,0,2,0,1,1,1,2,0,2,1,0,0,Yếu,64
21,70,74,8,2,3,1,1,0,0,1,1,2,0,2,0,1,0,Yếu,65
24,93,76,7,2,1,1,1,1,2,1,0,1,1,0,2,1,3,Giỏi,70
24,85,89,9,1,2,2,0,1,1,1,0,2,0,2,1,1,3,Giỏi,70
22,94,81,7,2,4,0,2,1,1,1,1,1,0,0,0,1,3,Giỏi,71
27,81,70,6,0,5,2,2,1,1,1,0,2,0,0,0,0,3,Giỏi,70
11,75,64,8,3,3,0,2,0,1,1,0,1,1,1,1,0,0,Yếu,62
23,97,99,6,1,3,1,1,1,0,1,0,2,0,0,2,0,3,Giỏi,72
24,61,64,10,0,3,1,1,0,0,1,0,2,0,0,2,0,0,Yếu,62
13,94,56,7,2,4,0,1,1,2,1,0,1,0,1,2,1,1,Trung bình,67
11,69,65,8,0,2,0,1,1,0,1,0,0,0,1,1,1,0,Yếu,58
16,94,66,6,3,4,0,1,1,1,1,1,0,0,1,2,0,2,Khá,69
16,66,56,9,0,4,1,0,0,1,1,0,2,1,1,2,0,0,Yếu,60
25,83,85,7,2,4,2,2,1,2,1,0,0,0,1,2,1,3,Giỏi,72
16,96,81,7,0,3,1,1,0,1,1,0,0,0,0,1,1,1,Trung bình,66
15,79,66,7,2,3,1,2,1,1,1,0,2,0,1,0,0,1,Trung bình,66
16,90,100,5,1,4,1,2,1,0,1,2,0,0,0,1,1,2,Khá,69
27,92,83,7,2,4,0,1,1,0,1,0,2,1,1,1,0,3,Giỏi,70
20,89,85,8,2,1,0,1,1,1,1,1,2,0,2,2,0,3,Giỏi,70
19,97,78,5,0,3,2,2,0,0,1,1,0,0,1,1,1,3,Giỏi,70
19,78,78,9,2,2,0,2,1,1,1,0,0,0,1,2,0,1,Trung bình,67
28,67,51,7,2,3,2,1,1,1,1,1,1,0,0,2,0,1,Trung bình,67
16,62,89,7,0,3,0,0,0,2,1,1,1,0,0,0,0,0,Yếu,59
28,70,96,4,1,2,1,1,1,0,1,1,2,0,0,1,1,1,Trung bình,67
21,66,56,7,1,4,2,1,1,1,1,0,1,0,2,1,1,0,Yếu,65
19,82,90,5,1,3,1,1,0,1,1,2,0,0,1,2,1,2,Khá,68
35,67,77,6,1,3,2,2,1,0,1,0,2,0,1,2,1,3,Giỏi,71
14,62,64,5,2,3,1,1,0,1,1,0,1,0,1,2,1,0,Yếu,61
18,61,96,6,0,3,1,1,1,1,1,1,0,0,0,2,1,0,Yếu,63
13,93,51,7,1,3,1,2,1,0,1,0,1,0,0,2,0,1,Trung bình,67
26,84,64,7,1,4,2,1,0,1,0,1,1,0,1,2,1,2,Khá,69
30,74,94,8,0,3,1,2,0,0,1,1,2,0,0,2,1,3,Giỏi,70
30,96,74,4,0,3,1,0,1,2,0,0,0,0,0,1,1,2,Khá,69
27,63,80,7,1,4,2,1,1,1,1,0,1,0,0,0,0,1,Trung bình,66
19,99,87,7,1,4,1,0,1,0,1,1,2,0,0,1,0,3,Giỏi,70
18,85,57,6,2,2,1,1,1,0,1,1,1,0,2,1,1,1,Trung bình,67
10,67,61,6,0,2,2,2,0,1,1,0,1,0,0,2,0,0,Yếu,61
32,87,100,9,2,2,1,2,1,1,1,1,1,0,2,1,1,3,Giỏi,74
23,91,62,10,1,3,1,2,1,0,1,1,0,0,1,2,1,3,Giỏi,70
17,77,77,4,0,4,2,1,1,0,1,1,2,0,0,2,0,1,Trung bình,66
28,94,65,6,1,1,1,2,1,2,1,0,2,0,0,2,0,3,Giỏi,73
14,66,93,5,1,2,1,1,1,1,1,1,0,0,0,2,1,0,Yếu,62
22,71,98,7,2,2,1,0,1,0,1,0,1,0,0,1,0,0,Yếu,65
19,64,57,9,0,3,2,1,0,0,1,1,1,0,0,2,0,0,Yếu,62
24,68,80,8,1,4,0,1,1,1,0,0,2,0,2,1,1,0,Yếu,64
20,70,91,7,1,2,1,1,1,1,1,0,0,0,0,0,1,0,Yếu,63
11,97,91,7,1,4,1,1,0,1,1,1,2,0,0,2,1,2,Khá,69
20,63,72,7,3,5,1,1,0,0,1,0,0,1,2,2,1,0,Yếu,63
26,77,61,8,1,4,1,1,1,1,1,0,1,0,1,1,1,1,Trung bình,67
20,81,69,8,1,2,1,0,0,1,1,1,1,0,0,2,0,0,Yếu,65
25,96,88,8,0,1,1,2,0,1,1,0,1,0,0,2,1,3,Giỏi,71
14,100,100,4,3,3,1,1,1,1,1,0,1,0,2,1,0,3,Giỏi,71
20,90,78,7,0,4,1,1,0,2,1,1,2,1,2,0,1,2,Khá,69
16,99,60,7,2,3,1,2,1,1,1,0,1,0,2,1,1,3,Giỏi,71
24,91,52,8,1,5,0,1,1,1,1,0,1,0,0,2,1,2,Khá,68
20,99,97,7,2,0,0,1,1,1,1,0,1,0,0,2,1,3,Giỏi,70
24,88,74,8,0,3,1,2,1,1,1,0,1,0,2,2,1,3,Giỏi,71
27,63,86,6,1,4,1,1,1,1,1,1,2,0,2,2,0,2,Khá,68
24,76,83,8,1,4,0,2,0,1,1,2,2,0,0,2,0,2,Khá,69
22,86,95,9,4,2,1,1,1,1,1,1,2,0,1,2,1,3,Giỏi,71
14,74,63,5,2,3,2,1,0,0,0,0,2,0,1,0,0,0,Yếu,63
20,71,72,5,4,4,0,1,0,1,1,1,2,0,2,1,1,1,Trung bình,66
17,83,96,8,1,3,1,1,0,1,1,0,2,0,1,1,1,1,Trung bình,67
18,97,79,7,3,3,2,0,1,1,1,2,2,0,0,0,1,3,Giỏi,71
18,61,54,9,0,2,0,0,0,1,1,1,1,0,1,2,0,0,Yếu,59
14,91,60,7,0,2,2,1,1,1,1,2,1,0,0,2,1,1,Trung bình,67
8,89,62,8,2,4,2,2,0,1,1,1,2,1,0,1,1,1,Trung bình,66
16,99,100,6,1,3,0,2,1,2,1,2,2,0,0,0,0,3,Giỏi,72
21,97,61,8,0,3,2,2,0,0,1,0,1,1,2,2,0,3,Giỏi,70
12,90,93,8,3,3,1,1,1,0,1,2,1,0,0,2,0,2,Khá,68
20,81,54,6,0,2,0,1,0,0,1,0,2,0,1,1,0,0,Yếu,63
31,68,59,9,3,2,1,1,0,1,1,2,1,0,2,2,0,2,Khá,69
26,82,94,4,0,3,0,1,0,0,1,0,2,0,0,2,1,1,Trung bình,67
30,91,95,7,1,3,1,2,1,0,1,1,2,0,1,2,0,3,Giỏi,75
22,96,59,5,0,2,0,0,1,1,1,1,2,0,0,0,0,1,Trung bình,67
27,92,61,5,0,3,2,2,1,1,1,1,2,0,2,2,1,3,Giỏi,74
16,68,77,8,1,4,1,2,1,1,1,1,2,0,2,1,1,1,Trung bình,66
